"","b_Intercept","b_Men","b_Z_Age","b_Z_Income","b_Education.L","b_Education.Q","b_Education.C","b_Bill_Payments.L","b_Bill_Payments.Q","b_Bill_Payments.C","b_Bill_PaymentsE4","b_Loss_Awareness","b_Loss_Intuition","sd_Country__Intercept","r_Country[Australia,Intercept]","r_Country[Austria,Intercept]","r_Country[Belgium,Intercept]","r_Country[Bulgaria,Intercept]","r_Country[Chile,Intercept]","r_Country[Denmark,Intercept]","r_Country[Germany,Intercept]","r_Country[Hong.Kong,Intercept]","r_Country[Hungary,Intercept]","r_Country[Ireland,Intercept]","r_Country[Italy,Intercept]","r_Country[Mainland.China,Intercept]","r_Country[Norway,Intercept]","r_Country[Serbia,Intercept]","r_Country[Slovenia,Intercept]","r_Country[Spain,Intercept]","r_Country[Sweden,Intercept]","r_Country[UK,Intercept]","r_Country[USA,Intercept]","lp__"
"1",0.576631789864185,0.0314404526732835,-0.206188953876645,0.13890456073327,0.180154047080808,0.0511581469696456,-0.0287837096166281,-0.443078957030766,0.0936828310073204,-0.174599662675921,-0.0240455675817204,0.188263884654905,0.0742176941365386,0.00285308537070204,-0.000698137517263023,0.00388642131873718,-0.00149354898126021,0.000401738509295578,0.00226080195042635,5.04032474809973e-05,0.00217661211368993,-0.000470349379844125,-0.00258797244296074,-0.00130261617321881,0.0061031626907061,-0.000573495347635283,0.000356008314626534,0.00329638423028963,0.000885375280056734,-0.00163550074943083,0.00270629160573865,-0.00270511579771506,0.000100329763241735,-2637.13389247581
"2",0.669133228052447,0.0654843353803378,-0.146128618151464,0.0973942458756782,0.205357354946183,-0.150883895569818,-0.221890107492711,-0.174335262376005,-0.17505817639703,0.121182643077739,-0.162177353698342,-0.0267131395797879,-0.120284783165882,0.00451640824622687,0.00274768581268565,-0.00234698990135756,0.00470995556262797,0.00105617849698213,-0.00461544279291957,0.00508304521821808,-0.000292605988012064,-0.00175823641197497,0.00105847957361633,0.000627308902475335,-0.00547489265769773,0.00513986619904645,0.00240951707999746,-0.00580866477924041,-0.00247682290832841,0.00323042902524235,-0.0041800063977489,-0.00130523611876218,-0.00356246855100265,-2634.75519147015
"3",0.829262196278818,0.0599081068723562,-0.187935761696826,0.10105446544336,0.130393966534766,0.0531296174121303,0.0079182761122934,-0.445748011384889,-0.0379937084765619,-0.0925456727608715,-0.0987562285331831,-0.0980591387311871,-0.159641455715838,0.0694547056454678,-0.0440558061619166,0.0307812143212894,-0.0731005323758385,-0.0465937352041522,0.0991705348442311,-0.10080638743695,-0.0102550099176379,0.0668030570356238,0.0516265319908891,0.0465707722179931,0.000289121855836543,-0.0124271435768169,-0.0312602974490815,0.169474128713135,-0.0818271440473835,-0.073033996002559,0.0591077176182909,0.0797916218573299,0.0381582363407688,-2637.61839938921
"4",0.573509724444494,0.0534213882108215,-0.18470181023254,0.155754318852051,0.169591066673204,-0.0940588720093466,-0.227809905049681,-0.254137691673259,0.0615387564741766,-0.00370511210188669,-0.0268589948017999,0.0779465671694496,0.0224897509832684,0.0521749110907297,0.040217928072986,-0.0546132215113057,0.0862065966080051,0.0293029545537128,-0.0222044418392166,0.0548052575275998,-0.0355718398803508,-0.0491457244440052,0.0116672502289225,-0.0866785432230496,-0.0124713535525993,0.120062187462919,0.0399710680674011,0.157886507394256,-0.0735216484121228,0.0848999003512856,-0.0424988403427678,-0.0962038014067326,-0.075050177304118,-2640.48001057164
"5",0.514750630282012,0.105984058296439,-0.0976610904435182,0.0723248599802781,0.0481653178320753,0.0133831379307358,-0.0449057958874944,-0.0860704941244128,-0.00791383453770502,-0.160346844310725,0.013983372925108,0.109064750251463,0.0485257259859991,0.14560287882943,0.0412506503813548,0.132246198392457,-0.169002810185684,-0.0497438699619382,-0.134780203825916,-0.0797213354444958,0.0791164265969343,0.186626881983159,0.172822768566804,-0.133413775411844,0.163154992847665,0.0960664459871832,-0.0621392493437758,0.135109850771608,0.199367135371844,-0.141813256433879,-0.126427003478986,-0.0365787622822569,-0.0303983777614091,-2631.40743700235
"6",0.740665347867066,0.0593934251528289,-0.156044542291742,0.0947362982006053,0.301963837828975,-0.169944044678804,-0.0958865848298935,-0.533981842960583,0.11586339439243,-0.10749676246799,-0.0642451535224265,-0.0981363787900897,-0.0879110455765797,0.177006166365144,0.04268985997105,0.0526627184651552,0.0926368597087424,-0.115313547367854,-0.0401413119914711,0.0471301760313677,0.146883208355593,-0.0846450536834346,0.0238687788483641,-0.140761010466493,-0.0832204936706786,0.438880279511343,-0.0685426690791963,0.191440717705649,-0.293339734530597,0.142126016546476,0.175660289429894,-0.0409543237818131,-0.111779234776265,-2627.34588872633
"7",0.644534779986569,0.0362942820041712,-0.213040890518237,0.121471481398199,0.0682072917449311,0.00106038581621913,-0.232732954819309,-0.114454943169543,-0.171817631853023,0.0197678918026316,-0.0914750677652154,-0.053929032052914,-0.0461442306088161,0.123272392811076,0.00343099067212762,-0.0213438468951416,-0.050907888003514,-0.00189807032573906,-0.135243083717292,-0.129096245006953,-0.0273839435440118,0.128123481826723,0.0661831930467583,-0.149809133155355,0.0871602635217624,0.0737540519573762,-0.0454076790471455,0.0353442636279498,0.0178543294940133,-0.216152646332353,-0.172892165453578,-0.0911989825150282,-0.0765085034355682,-2625.29355771458
"8",0.708707502406094,-0.0281836403110042,-0.163955815467038,0.0943325162604534,0.0800203188592738,0.0522006468596832,-0.251933817389269,-0.173020588081734,-0.0448196322810272,-0.0233931668769949,-0.0241774788335069,-0.119678055108127,-0.0460972759115901,0.156830882226165,0.0559298160272454,0.0455907767839671,-0.136399221539744,0.0231669187161752,-0.159814595475767,0.00798793752528124,-0.00360563363372342,0.124312230925566,0.0814661954967573,-0.418190520316411,0.09423839655445,0.119579615763139,-0.0979182899622069,0.0155131531599532,0.053861509704968,-0.088362734297419,-0.193859358041684,-0.19706188087869,-0.215630511049051,-2627.48970988379
"9",0.862970944049392,0.113361961174922,-0.151703136019174,0.0802473921721762,0.354804661355722,-0.0245332736426475,-0.101173940888811,-0.470019264817209,-0.0630124221407543,0.066508415712595,-0.0528436169012574,-0.126283103542637,-0.262089451947082,0.12759551837169,-0.0249704246637521,0.00498566227356333,0.114253960475488,-0.149344951325015,-0.0439308206709303,-0.178963703996473,0.0657179376287943,-0.100477351369014,0.0119146002967644,0.0915068986565308,0.0554922132920825,0.216925135654385,-0.0345155232545072,0.124887491540448,-0.103610719215242,-0.139319616794413,0.127018275947369,0.0745982563784373,-0.0105264143728125,-2630.70953583999
"10",0.652640546582212,0.0431715758184997,-0.166350459415424,0.126182871789437,0.0404146261977655,-0.0146626425250786,-0.122878786798768,-0.263606193235553,-0.0221235123013812,-0.106877663177407,0.0863828004772646,-0.0295163994172578,-0.0649863023916701,0.146552281254926,0.125520805057588,0.0498760470956439,-0.130583656381246,0.0943926816077972,-0.077965151108022,0.097046684651729,0.0776148030737936,0.245067278985787,0.0373056167136618,-0.247401203792917,0.19102662485022,0.193775804479594,-0.0021734865101367,0.147946686892315,-0.0665308800950461,0.0458447194991853,-0.150444351776592,-0.126095985862568,-0.0953832590408329,-2624.77562175205
"11",0.884390015084214,0.0753677192867836,-0.165911195259581,0.0604590572854131,0.260170194010555,-0.033697974718738,-0.179345325718198,-0.4466262593931,-0.118299172429386,0.0284312398570475,-0.107404529993494,-0.188493521648723,-0.306892227090713,0.173913270989948,-0.0160448503308153,-0.010781639020993,0.182523461923818,-0.195052291983043,-0.0882875032682852,-0.291447089649891,0.000904547571407439,-0.173048184408603,0.205779092507572,-0.144270875794226,0.0583862508106968,0.366533457271186,-0.0875154656146306,0.104592613957814,-0.173737054952087,-0.218054778659262,0.0638557644198683,0.0433736681057539,-0.0490391861606154,-2626.94087454042
"12",0.612663720888804,0.0644154128065481,-0.183985900003001,0.149717466786985,0.0720289996106593,-0.0892248890995971,-0.14112038954387,-0.349441328821273,0.045682484217663,-0.223261970570937,0.0738140231951125,0.0620925117329871,-0.0145852658406858,0.126545706150128,0.13157446472621,0.0360399024156212,-0.014873161904335,0.00896474617345016,-0.153077781918259,-0.00938377104860637,0.0526471568011444,0.13110988319266,0.0144120530037498,-0.176130012390977,0.0908788762574805,0.189496502287165,-0.0558839718504813,0.110867599624024,0.0514794104979668,-0.0799016531389043,-0.128997640682957,-0.158759564625544,-0.020316601320532,-2624.08235627279
"13",0.675945079821339,0.0805240310516017,-0.224472056836894,0.175217994816717,0.0980878907534741,-0.0246861433839608,-0.0861413364508163,-0.487909317439242,0.0603889309748751,-0.13795960521782,-0.0590840207779418,0.0600707339724213,0.00162447574146272,0.252420790055436,0.174575419582614,0.110090058456382,-0.0790595013100906,-0.14820580300973,-0.367909999667458,0.0727500925280494,0.0860754406941223,0.136032172471674,0.14613593587219,-0.369881715551394,0.106895272557084,0.561259453666014,0.1963124020584,0.24075248831347,-0.0116434563012389,-0.0874935610596772,0.162259676150426,-0.0371629597556129,-0.372823064067065,-2624.84720906478
"14",0.547550126183034,0.0956548029460706,-0.200599618822245,0.184830733136158,0.139501003082535,-0.0468100620095445,-0.170923756067393,-0.449111199724382,-0.0283716277112383,-0.0141380952943188,-0.0864084135617598,0.0890060798904692,0.0501621501437303,0.0958207588564521,0.0331563897030147,-0.0192659950023022,-0.0139812966426017,-0.0864411347560593,-0.171429625273859,0.114934602068094,-0.0594743141713067,0.131169154181239,0.0618188143256133,-0.108536410384436,0.0933288724536237,0.227974192251073,0.0193923704848259,0.17046342153094,-0.0351279396849642,-0.022523260909683,0.02441186670115,-0.0380706561713985,-0.0592244637640922,-2628.28836557607
"15",0.786606031476274,0.0439982509558844,-0.151070397512048,0.0215270487214741,0.219881762540101,-0.00963828513417328,-0.0777517080009615,-0.190759319955462,-0.118019804545504,-0.0063701940518238,-0.0497571645509722,-0.0860141313900337,-0.201519216879461,0.154349100439915,0.00286306433590866,0.0735553313341432,0.0499383036911027,0.0670906973888498,0.0145595063829362,-0.279517395994633,0.237509928968857,-0.10074072429397,0.0299132946242081,-0.0584263281532547,0.0948248969452672,0.0889498384803019,-0.0896209435203779,-0.0779390828580592,-0.175805300674652,-0.0540524282078761,-0.122401788125924,-0.0205750014705652,-0.0716631856629575,-2627.40709004777
"16",0.77210543352661,0.09708416524889,-0.154818411446999,0.0866282053743794,0.148384585890267,-0.00222133909396199,-0.145689025119931,-0.292594456916024,-0.0755264538415987,0.0920696538838635,-0.161246524836152,-0.269707231489249,-0.121890691440903,0.083149764113049,-0.0803536393244986,0.0237431727696754,-0.0232332453461297,-0.105102301689899,0.0668921286769069,0.0289833395402183,-0.0881668106832138,0.140774784833233,0.147698558986055,-0.242629593750467,0.0439307561097559,0.17236015025185,0.158496663625134,0.060528635582693,-0.0649055493323677,-0.00647051565481128,-0.0461646706872728,0.0345141698093424,-0.0788267590528768,-2636.30405536539
