"","b_Intercept","b_Men","b_Z_Age","b_Z_Income","b_Education.L","b_Education.Q","b_Education.C","b_Bill_Payments.L","b_Bill_Payments.Q","b_Bill_Payments.C","b_Bill_PaymentsE4","b_Loss_Awareness","b_Loss_Intuition","sd_Country__Intercept","Intercept","r_Country[Australia,Intercept]","r_Country[Austria,Intercept]","r_Country[Belgium,Intercept]","r_Country[Bulgaria,Intercept]","r_Country[Chile,Intercept]","r_Country[Denmark,Intercept]","r_Country[Germany,Intercept]","r_Country[Hong.Kong,Intercept]","r_Country[Hungary,Intercept]","r_Country[Ireland,Intercept]","r_Country[Italy,Intercept]","r_Country[Mainland.China,Intercept]","r_Country[Norway,Intercept]","r_Country[Serbia,Intercept]","r_Country[Slovenia,Intercept]","r_Country[Spain,Intercept]","r_Country[Sweden,Intercept]","r_Country[UK,Intercept]","r_Country[USA,Intercept]","lp__","z_1[1,1]","z_1[1,2]","z_1[1,3]","z_1[1,4]","z_1[1,5]","z_1[1,6]","z_1[1,7]","z_1[1,8]","z_1[1,9]","z_1[1,10]","z_1[1,11]","z_1[1,12]","z_1[1,13]","z_1[1,14]","z_1[1,15]","z_1[1,16]","z_1[1,17]","z_1[1,18]","z_1[1,19]"
"1",-1.47489308055622,0.426658558730198,-0.266612920322939,0.0801590771666595,-0.0502827543319229,0.176960892453641,0.0886143206729724,0.168520176718446,-0.224432253658169,0.193413633250803,-0.404649147335653,0.189231205436356,0.142610547124601,0.296046377287483,-1.12059939521619,0.665466333543189,-0.110520306461358,-0.496671188973061,-0.266928792455246,-0.264818469943436,-0.360128776775344,0.385674086365432,-0.0292971662060153,0.00583454597684634,-0.233327625110178,0.0851124283926052,-0.137653561597047,-0.610197146096214,0.239448000860564,0.0273690984861832,0.118519108001535,-0.131500646406343,0.234560588025097,-0.0576587355369644,-2236.44118253905,2.24784488038836,-0.373320921789341,-1.67768034699089,-0.9016451912061,-0.894516840131022,-1.21646067779992,1.3027488797504,-0.098961407582318,0.0197082160920367,-0.788145517091059,0.287496942784592,-0.464972964230449,-2.06115390327397,0.808819223036944,0.0924486856990171,0.400339666667983,-0.444189344964169,0.792310279809036,-0.194762510067716
"2",-1.36907007468314,0.483102094145895,-0.24937819672259,0.0412503418639556,0.203368408855256,0.134251149035171,0.102599519340396,0.0994272744076171,0.106706902432002,-0.178395462847604,0.0218365331359124,-0.270993352531684,-0.100336860535202,0.265107256964806,-1.22668108258872,0.699930794231846,-0.012710999561557,-0.154117355010206,-0.322510965326692,0.116568587311851,-0.474443842536328,0.332729666292623,0.039014303522546,-0.00563925979102698,-0.56693678520089,0.264444132435379,-0.268291291191475,-0.0856446440362244,0.492319465047772,0.11440995712033,0.046400627427431,-0.226716728114196,0.0570070055651655,0.233013000814722,-2234.78109257558,2.64017968517838,-0.0479466300058489,-0.581339631267302,-1.21653012829259,0.439703494526842,-1.78962978218025,1.25507566296759,0.147164223149596,-0.0212716160832052,-2.13851854412327,0.997498655687443,-1.0120103623836,-0.323056581010886,1.85705767048515,0.431561015832614,0.17502586673284,-0.855188691210718,0.215033742259019,0.878938598220478
"3",-1.73775399883749,0.646504848875816,-0.293178067777132,0.0822741478152547,0.123219568946705,0.111853935978904,0.115926067916097,0.041149123969666,0.208978205286537,-0.282308676170661,0.0680254465736612,-0.0196136797392688,0.112750043991,0.347846257276853,-1.33824244263381,0.604973733728247,-0.432950912769621,-0.335034601684821,-0.211402666575344,-0.283163382974626,0.049911833643309,0.370956192189458,0.0853430538747392,0.187373686290711,-0.431003423122418,0.275464903184542,-0.129660770619174,-0.178120383001081,0.657435024918812,0.0679223076230552,0.638862682478114,0.10530345220424,0.236257291921563,0.347323905401571,-2233.70213905272,1.7391986289125,-1.24466169669042,-0.963168626012166,-0.607747423331012,-0.814047519704241,0.143488200890958,1.06643721020178,0.245347052295043,0.53866811089929,-1.23906298862195,0.791915673726218,-0.372753099700526,-0.512066406565686,1.89001609523013,0.195265311045148,1.83662370692015,0.302729869881648,0.679200327670982,0.998498325440178
"4",-1.63897871991855,0.491481213207572,-0.330437357373979,0.122639637135804,0.190867715486077,0.124175599440895,0.148091232578424,-0.195126012304585,0.136633012230484,-0.116113850758746,-0.102539132132314,0.0792362573558731,0.0884212701212449,0.287085510589182,-1.36992535145737,0.82550485109017,-0.0127737101716056,-0.234151990213565,-0.0140760359012174,0.0834941972214061,-0.0662903192105948,0.353762335501672,0.339737188557537,-0.0430222285425591,-0.0611961646541596,0.150342616778433,-0.151096788408661,-0.10767970394188,0.58542629160664,0.300360448855705,0.202475396649176,-0.0626920929345558,0.377605258647516,0.25076956933467,-2235.39981273882,2.87546678826109,-0.0444944439912354,-0.815617582834527,-0.0490308127091797,0.290833894925773,-0.23090792382572,1.23225423246074,1.18340068037672,-0.149858585528281,-0.213163543254299,0.52368584004775,-0.526312833059973,-0.37507885271148,2.0392052890624,1.04624036315618,0.705279051644362,-0.218374284393154,1.31530587479863,0.873501309139629
"5",-1.7152916516415,0.4619178929831,-0.363560967202182,0.0878101059030308,0.201525343343499,0.169504237549644,0.160523937997757,-0.0207439524034488,0.0995028996755461,-0.0452863760386892,-0.241164860758772,0.134613875107444,0.264721194964869,0.364878603659105,-1.31627817316439,0.85325983585999,-0.270799732162706,-0.410023508000361,-0.308001177211696,0.0565043948167918,0.00208733757132562,0.3920560116083,0.136722280066597,0.0927936502465919,-0.200723545406302,0.210759136672662,0.153387087248345,-0.485724489455597,0.881475865236731,0.00248558344421342,0.257624305628372,-0.266158866674549,0.0351754327956166,0.435044672686742,-2236.66191388064,2.33847594049983,-0.742163912728919,-1.12372581973438,-0.844119589701818,0.154858065806408,0.00572063571388736,1.07448342455998,0.374706213780441,0.254313761662184,-0.550110484400539,0.577614402596125,0.420378409997561,-1.33119477158873,2.41580584993761,0.00681208330465885,0.706054844117588,-0.729444982537846,0.0964031117277568,1.19229976305542
"6",-1.71406580610718,0.543656856360481,-0.253574034187269,0.0482890941515383,0.0878567683580469,-0.0835939067622997,0.231351241259342,0.229254612333326,0.0699026148657882,-0.143823076967005,0.0631836267691803,0.0909612128583938,0.210413450040061,0.267070369910645,-1.2546902779793,0.51834599327216,-0.238807031917719,0.0157568952064334,0.0379032050136683,-0.18656625265857,-0.215955880821987,0.378105843631701,-0.0698533345556949,0.0873000623259444,-0.5157731580032,0.0662897700769489,-0.260574523177826,0.0336275463334315,0.223769722206781,0.184041611095455,0.236119970025983,0.113342600438237,0.326230249942317,-0.0242323729924901,-2238.16025432046,1.94085923288902,-0.894172693128098,0.0589990391360349,0.141922164657764,-0.698565897523526,-0.808610408164112,1.41575362238127,-0.261554041277833,0.326880373720053,-1.93122568473532,0.248210874531412,-0.975677396429293,0.125912681158462,0.837868020633097,0.68911280258095,0.884111442632077,0.424392269633501,1.22151420261059,-0.0907340376268535
"7",-1.4494150256173,0.309102412420027,-0.27884343291922,0.0705541007787834,0.115614623359406,0.0348400527522506,0.181683820986245,-0.0850496079446073,0.207826498688592,-0.0797853091462077,-0.154562250107287,0.0303923416313457,-0.0106619135934071,0.274732067819979,-1.34187110338793,0.770811118324403,-0.191786962272937,-0.0612169692278137,-0.0587566172853999,-0.0413804694590519,-0.0473875370606243,0.43941830646707,-0.0093447111830284,0.325016784923444,-0.226754910549697,0.196233175028363,0.0801196337828424,-0.147980565620897,0.740498904646817,-0.0552882026804257,0.0817352685901349,0.142190383192772,0.290705069422174,0.197259236305802,-2235.05006379744,2.80568309495448,-0.698087281163726,-0.222824258243951,-0.213868798614004,-0.150621184441297,-0.172486369853538,1.59944308632731,-0.0340139076489303,1.18303184445296,-0.825367465651229,0.714271095418488,0.291628255917113,-0.538635940082041,2.69534936537528,-0.201244081621567,0.29750902120277,0.517560197180707,1.05814028820495,0.718005866119199
"8",-1.54064853405759,0.381772067970444,-0.297614081060945,0.106559725470196,0.193917942895739,0.0511977721586501,0.12164174087939,-0.00199650059718153,0.0627987483251992,-0.0801188298673181,-0.258021004278407,0.0447050804778991,-0.0447341465656689,0.295119167895984,-1.36194528575561,0.851011517553476,0.000924833112586669,-0.0346354852723833,-0.106897289576349,0.151428248049682,-0.0711466396322844,0.459085802463833,-0.0897253428034896,0.356696740445273,-0.29233299479036,0.263144446706113,0.0122864838188069,-0.204040420329093,0.753744019515972,-0.0475199029900846,0.109925216642879,0.263845778956339,0.266548353102702,0.0702056215133488,-2237.27782735205,2.88361994112636,0.00313376158919176,-0.117361015617226,-0.362217372522632,0.513108820173461,-0.241077664116214,1.55559466278259,-0.304030888414248,1.20865324671487,-0.990559159117018,0.891654881592981,0.0416322799579637,-0.691383151368223,2.55403274849851,-0.161019371696091,0.372477387445139,0.894031319068142,0.903188888078759,0.237889060252749
"9",-1.54062706561802,0.455517583788718,-0.226569288946724,0.089647114250953,0.137704088715604,0.101535471175463,0.0413305844760632,0.175735391669158,-0.0149467327276726,-0.0244211475694346,0.00816269577793241,-0.020235561645671,0.211012387116859,0.331843920384937,-1.14989834365582,0.641351985008003,-0.546881673529464,-0.0970345873119223,-0.263977568361613,-0.565281960535096,-0.539239430740524,0.356850926982709,0.0451498267394886,0.157350947470788,-0.85121626014396,0.123874982299008,-0.389436127763064,-0.401779883859373,0.485058644021425,0.103128578962472,-0.316861278781195,-0.54164071236749,-0.0177922691435225,-0.0999698111651235,-2240.97387523918,1.93269168307811,-1.6480087171556,-0.292410321091201,-0.795487131587043,-1.70345733584443,-1.62497908690028,1.0753577361573,0.136057417255423,0.47417155416999,-2.56511030594309,0.373292908772637,-1.17355209434399,-1.21074956983786,1.46170718890604,0.310774350914259,-0.954850335704924,-1.63221526475215,-0.0536163782144437,-0.301255515090224
"10",-1.50648997205643,0.51252901744636,-0.28628507876219,-0.0134298086351387,0.142084358923855,0.220680007792477,0.123262285657919,0.24299567645549,-0.0505325804430163,-0.117852236720488,-0.120148978688168,0.0291665194087175,0.0946314527651632,0.234762167840294,-1.11673112013815,0.353180763944928,-0.260354384381338,-0.378048041475062,-0.247708135107233,-0.465561925724853,-0.295519169898944,0.120300028338366,-0.0037109374773859,0.112462337855686,-0.273723350349299,0.329384196473131,-0.106131557072848,-0.461902429692954,0.375844659538613,-0.130982788954226,0.223454846648072,-0.10832962136593,0.0180446076552251,-0.0340990409205301,-2238.63606817264,1.50441941814574,-1.10901337628836,-1.61034482239167,-1.05514503203832,-1.98312159922449,-1.25880235566738,0.512433623547916,-0.015807221033631,0.479047961135685,-1.16596022633216,1.40305484270876,-0.452081176661514,-1.96753349972122,1.60095923034028,-0.557938232378787,0.951834994129403,-0.461444117519078,0.0768633541819254,-0.145249301598404
